Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
278470,KR7278470000,에이피알,KOSPI,,394000,2,-12000,-2.96,407500,412000,392500,223630,88944499000,14750633070000,37438155,STK
079550,KR7079550000,LIG디펜스앤에어로스페이스,KOSPI,,652000,2,-13000,-1.95,670000,673000,650000,59051,38688275744,14344000000000,22000000,STK
064350,KR7064350002,현대로템,KOSPI,,126800,1,400,0.32,127000,128800,125400,162383,20564869200,13839242752400,109142293,STK
030200,KR7030200000,KT,KOSPI,,54300,1,500,0.93,54100,54300,53400,175651,9470413300,13684777495500,252021685,STK
000720,KR7000720003,현대건설,KOSPI,,119700,1,200,0.17,119300,120200,116800,433776,51580561200,13329285070500,111355765,STK
011070,KR7011070000,LG이노텍,KOSPI,,562000,1,6000,1.08,554000,566000,551000,179412,100176904500,13300914134000,23667107,STK
272210,KR7272210006,한화시스템,KOSPI,,68800,1,800,1.18,68600,69600,68000,153912,10569898050,12997653963200,188919389,STK
005830,KR7005830005,DB손해보험,KOSPI,,195700,2,-7300,-3.6,201500,202500,193800,219058,43093960200,12818418299300,65500349,STK
047810,KR7047810007,한국항공우주,KOSPI,,126500,1,1500,1.2,125900,128300,125100,140114,17688513100,12330601035500,97475107,STK
078930,KR7078930005,GS,KOSPI,,123900,1,5000,4.21,121600,128700,121600,506916,63479541000,11509751830500,92895495,STK
003490,KR7003490000,대한항공,KOSPI,,30200,1,1050,3.6,29500,30500,29300,4829883,145479859350,11120263962200,368220661,STK
307950,KR7307950006,현대오토에버,KOSPI,,395000,1,10500,2.73,391000,406000,391000,56867,22599463250,10832472890000,27423982,STK
003230,KR7003230000,삼양식품,KOSPI,,1417000,2,-7000,-0.49,1420000,1423000,1384000,39339,55273754000,10674282255000,7533015,STK
071050,KR7071050009,한국금융지주,KOSPI,,188800,1,2200,1.18,188500,192800,187000,189638,35908676650,10521067289600,55725992,STK
323410,KR7323410001,카카오뱅크,KOSPI,,21950,1,150,0.69,21850,22150,21650,552348,12117442900,10472793592150,477120437,STK
259960,KR7259960003,크래프톤,KOSPI,,216500,2,-1500,-0.69,218000,220500,214000,73187,15831226750,9904429659500,45747943,STK
005940,KR7005940002,NH투자증권,KOSPI,,26650,1,350,1.33,26600,26800,26300,278290,7391758125,9839342698250,369206105,STK
180640,KR7180640005,한진칼,KOSPI,,146000,1,12200,9.12,138100,146900,137100,122595,17700604400,9747292734000,66762279,STK
047050,KR7047050000,포스코인터내셔널,KOSPI,,54700,2,-800,-1.44,55200,56100,54100,535419,29538347350,9622976503600,175922788,STK
443060,KR7443060009,HD현대마린솔루션,KOSPI,,210500,1,5000,2.43,208000,211500,205500,41674,8731158000,9437443330000,44833460,STK
006260,KR7006260004,LS,KOSPI,,299500,1,7500,2.57,300000,309500,296000,110255,33093670750,9344400000000,31200000,STK
028050,KR7028050003,삼성E&A,KOSPI,,45850,2,-250,-0.54,46050,46050,44950,917565,41738549850,8986600000000,196000000,STK
0126Z0,KR70126Z0002,삼성에피스홀딩스,KOSPI,,356000,1,500,0.14,358500,362500,356000,28424,10185312750,8858365444000,24883049,STK
090430,KR7090430000,아모레퍼시픽,KOSPI,,143300,1,800,0.56,143000,144500,140900,127426,18227450850,8382012364700,58492759,STK
007660,KR7007660004,이수페타시스,KOSPI,,111100,1,5100,4.81,107300,111700,107300,374790,41212630450,8155764230900,73409219,STK
161390,KR7161390000,한국타이어앤테크놀로지,KOSPI,,65400,2,-1100,-1.65,67000,67000,64800,126910,8297965950,8101429512600,123875069,STK
016360,KR7016360000,삼성증권,KOSPI,,86800,1,200,0.23,87500,87900,86300,156593,13611450400,7751240000000,89300000,STK
352820,KR7352820005,하이브,KOSPI,,178500,1,2500,1.42,177500,179400,174600,144345,25623589600,7694570226000,43106836,STK
000880,KR7000880005,한화,KOSPI,,137400,1,3700,2.77,135100,138900,133600,161182,21976105750,7327390447800,53328897,STK
064400,KR7064400005,LG씨엔에스,KOSPI,,74100,1,1600,2.21,73800,75000,73500,482960,35867298100,7179248746800,96885948,STK
039490,KR7039490008,키움증권,KOSPI,,270500,1,2000,0.74,269500,276000,268000,44891,12173793000,7094759478000,26228316,STK
021240,KR7021240007,코웨이,KOSPI,,99400,1,1200,1.22,98900,100600,98700,110383,11000482000,7034282144400,70767426,STK
047040,KR7047040001,대우건설,KOSPI,,16850,1,100,0.6,16840,17260,16450,3995450,67239316945,6923793700300,410907638,STK
326030,KR7326030004,SK바이오팜,KOSPI,,86600,1,200,0.23,87000,87300,85700,66264,5727426600,6781927450000,78313250,STK
009830,KR7009830001,한화솔루션,KOSPI,,30050,1,150,0.5,30150,30950,29950,1184894,35889484575,6758020706800,224892536,STK
267270,KR7267270007,HD건설기계,KOSPI,,140000,1,4700,3.47,136200,142400,134900,285024,39896189600,6709065580000,47921897,STK
377300,KR7377300009,카카오페이,KOSPI,,47300,1,2500,5.58,46550,48200,46150,492081,23385999025,6398398000500,135272685,STK
000500,KR7000500009,가온전선,KOSPI,,212000,1,3500,1.68,218500,228000,208500,308808,66758903250,6312852684000,29777607,STK
032640,KR7032640005,LG유플러스,KOSPI,,14760,2,-50,-0.34,14870,14940,14700,749008,11063572555,6264553324320,424427732,STK
128940,KR7128940004,한미약품,KOSPI,,473500,1,13000,2.82,463500,486500,455500,151326,71182039250,6066004238500,12810991,STK
241560,KR7241560002,두산밥캣,KOSPI,,62800,3,0,0.0,63300,63700,62100,69483,4353740300,6019760882000,95856065,STK
000100,KR7000100008,유한양행,KOSPI,,81400,3,0,0.0,82300,82500,80900,108985,8873175350,5992324573400,73615781,STK
062040,KR7062040001,산일전기,KOSPI,,191700,1,5200,2.79,193700,197600,189500,270997,52223812000,5874234345000,30642850,STK
175330,KR7175330000,JB금융지주,KOSPI,,31000,2,-600,-1.9,31600,31700,30200,842330,26164156925,5782176544000,186521824,STK
001440,KR7001440007,대한전선,KOSPI,,27400,1,450,1.67,27400,27800,27050,699022,19131903100,5370197130400,195992596,STK
029780,KR7029780004,삼성카드,KOSPI,,46150,2,-450,-0.97,46500,46650,45900,81970,3785419300,5346887819650,115858891,STK
271560,KR7271560005,오리온,KOSPI,,126300,2,-3000,-2.32,129600,129600,124800,84688,10686151900,4992485924400,39528788,STK
088350,KR7088350004,한화생명,KOSPI,,5740,2,-370,-6.06,6060,6080,5700,8014297,46804446925,4985362200000,868530000,STK
066970,KR7066970005,엘앤에프,KOSPI,,121300,1,400,0.33,123000,123800,118300,642999,77659692750,4935049500600,40684662,STK
353200,KR7353200009,대덕전자,KOSPI,,99500,2,-2100,-2.07,102200,104000,97550,1120300,111482041000,4916984037500,49416925,STK
036570,KR7036570000,NC,KOSPI,,222000,1,5000,2.3,218500,222500,217000,51793,11384812000,4782772884000,21544022,STK
138930,KR7138930003,BNK금융지주,KOSPI,,15390,2,-430,-2.72,15830,15860,15300,966052,14988396665,4722263767890,306839751,STK
034220,KR7034220004,LG디스플레이,KOSPI,,9130,1,90,1.0,9130,9250,9080,2314009,21189357065,4565000000000,500000000,STK
454910,KR7454910001,두산로보틱스,KOSPI,,68400,1,2200,3.32,67800,70200,67400,367336,25263813700,4433686632000,64819980,STK
051900,KR7051900009,LG생활건강,KOSPI,,294000,1,2500,0.86,291000,294500,286500,37719,11005131750,4402803762000,14975523,STK
001450,KR7001450006,현대해상,KOSPI,,51100,2,-2400,-4.49,53100,53100,50400,474757,24314103600,4356185575000,85248250,STK
010060,KR7010060002,OCI홀딩스,KOSPI,,227500,3,0,0.0,228500,234500,225500,234036,53777433750,4247477780000,18670232,STK
004020,KR7004020004,현대제철,KOSPI,,31500,2,-150,-0.47,31550,32250,31100,502816,15872649425,4203542227500,133445785,STK
011790,KR7011790003,SKC,KOSPI,,84300,1,400,0.48,84900,85600,83600,59474,5018928450,4181136521400,49598298,STK
002380,KR7002380004,KCC,KOSPI,,482000,2,-3000,-0.62,489000,489000,476000,30228,14501352750,4141775872000,8592896,STK
052690,KR7052690005,한전기술,KOSPI,,107600,1,200,0.19,107500,108600,105800,163182,17479977300,4112472000000,38220000,STK
000990,KR7000990002,DB하이텍,KOSPI,,89900,1,1800,2.04,88600,90000,87800,271916,24215698350,3911062461200,43504588,STK
001040,KR7001040005,CJ,KOSPI,,131400,1,2900,2.26,129600,131600,125600,94879,12291940700,3833857537200,29176998,STK
082740,KR7082740002,한화엔진,KOSPI,,45600,3,0,0.0,46050,46250,45000,307923,13994001100,3805189675200,83447142,STK
018880,KR7018880005,한온시스템,KOSPI,,3525,1,30,0.86,3525,3585,3495,2135865,7527051739,3617575495800,1026262552,STK
004170,KR7004170007,신세계,KOSPI,,382500,1,3000,0.79,380500,383000,374000,75900,28815392750,3612781732500,9445181,STK
008930,KR7008930000,한미사이언스,KOSPI,,52800,1,1300,2.52,51900,54400,51450,320035,16918373000,3611073840000,68391550,STK
161890,KR7161890009,한국콜마,KOSPI,,145800,2,-4800,-3.19,150500,152500,143200,345513,50512730800,3441620226600,23605077,STK
111770,KR7111770004,영원무역,KOSPI,,75000,2,-600,-0.79,75700,76200,74000,57624,4309938900,3323360100000,44311468,STK
022100,KR7022100002,포스코DX,KOSPI,,21650,1,250,1.17,21900,21900,20950,507788,10850940975,3291551882850,152034729,STK
103590,KR7103590006,일진전기,KOSPI,,68300,1,700,1.04,69000,70100,67600,195528,13398486300,3256912137000,47685390,STK
036460,KR7036460004,한국가스공사,KOSPI,,35100,2,-2600,-6.9,37400,37550,34400,528643,18622869800,3240186300000,92313000,STK
028670,KR7028670008,팬오션,KOSPI,,5960,1,20,0.34,5920,6160,5860,3024105,18207108005,3186034291520,534569512,STK
011780,KR7011780004,금호석유화학,KOSPI,,125900,2,-7200,-5.41,132500,134200,124200,115629,14663911300,3167307217500,25157325,STK
035250,KR7035250000,강원랜드,KOSPI,,14750,1,30,0.2,14820,14820,14660,205546,3028533955,3155622375000,213940500,STK
192820,KR7192820009,코스맥스,KOSPI,,275500,2,-6500,-2.3,281500,283000,266000,126187,34612819250,3126789729500,11349509,STK
031210,KR7031210008,서울보증보험,KOSPI,,43650,2,-1200,-2.68,44850,44850,43100,77054,3373188825,3047712752700,69821598,STK
023530,KR7023530009,롯데쇼핑,KOSPI,,107500,1,2200,2.09,104700,109000,103400,129111,13826576750,3041041162500,28288755,STK
251270,KR7251270005,넷마블,KOSPI,,36300,2,-400,-1.09,36850,37100,35800,131279,4765584000,3018650827500,83158425,STK
012750,KR7012750006,에스원,KOSPI,,79200,2,-1100,-1.37,81100,81200,78700,37256,2960193100,3009534897600,37999178,STK
302440,KR7302440003,SK바이오사이언스,KOSPI,,37900,1,150,0.4,38050,38150,37650,46060,1744973300,2973503358700,78456553,STK
006360,KR7006360002,GS건설,KOSPI,,34250,1,650,1.93,33850,34750,33400,846974,29000759400,2931166032500,85581490,STK
017800,KR7017800004,현대엘리베이터,KOSPI,,74900,1,200,0.27,75600,75600,74500,54080,4054258450,2928019636500,39092385,STK
336260,KR7336260005,두산퓨얼셀,KOSPI,,43850,1,4850,12.44,40450,44900,39250,1429271,60534800425,2871899885100,65493726,STK
139130,KR7139130009,iM금융지주,KOSPI,,18120,2,-930,-4.88,19060,19130,17980,589573,10791033640,2869544952960,158363408,STK
009420,KR7009420001,한올바이오파마,KOSPI,,54700,1,800,1.48,54700,55200,53000,180083,9794164250,2857562898600,52240638,STK
375500,KR7375500006,DL이앤씨,KOSPI,,73400,1,900,1.24,72600,74500,71600,324809,23931502650,2840111928200,38693623,STK
097950,KR7097950000,CJ제일제당,KOSPI,,183400,2,-2500,-1.34,187000,187000,182800,46433,8530231650,2760937712400,15054186,STK
085620,KR7085620003,미래에셋생명,KOSPI,,19920,2,-1080,-5.14,21350,21350,19770,371689,7482333000,2692785600000,135180000,STK
004800,KR7004800009,효성,KOSPI,,159000,3,0,0.0,158300,163900,157300,31328,4988488900,2661724713000,16740407,STK
007340,KR7007340003,DN오토모티브,KOSPI,,45100,2,-900,-1.96,46650,46950,44850,83013,3768806025,2638840011500,58510865,STK
004370,KR7004370003,농심,KOSPI,,430000,2,-500,-0.12,432000,432000,421500,23388,9959000000,2615536060000,6082642,STK
011170,KR7011170008,롯데케미칼,KOSPI,,60000,2,-1000,-1.64,61100,63000,58900,212068,12808427450,2566525140000,42775419,STK
383220,KR7383220001,F&F,KOSPI,,66900,1,600,0.9,66400,67300,65300,73056,4849074900,2562743317500,38307075,STK
003690,KR7003690005,코리안리,KOSPI,,14500,2,-970,-6.27,15320,15350,14380,588471,8627945195,2562454949500,176721031,STK
282330,KR7282330000,BGF리테일,KOSPI,,147600,2,-3000,-1.99,152000,152000,143100,49243,7185471500,2551104525600,17283906,STK
450080,KR7450080007,에코프로머티,KOSPI,,35850,1,650,1.85,35600,36350,35300,146282,5243683175,2538677239500,70813870,STK
026960,KR7026960005,동서,KOSPI,,25450,2,-250,-0.97,25750,25750,25250,48308,1228516725,2537365000000,99700000,STK
489790,KR7489790006,한화비전,KOSPI,,49400,1,700,1.44,49050,49800,48550,80096,3945214250,2494126466000,50488390,STK
004990,KR7004990008,롯데지주,KOSPI,,24750,2,-100,-0.4,24900,25050,24500,96135,2376129775,2466678456000,99663776,STK
001720,KR7001720002,신영증권,KOSPI,,148000,2,-1500,-1.0,150400,154800,146700,6462,962640400,2433120000000,16440000,STK
005850,KR7005850003,에스엘,KOSPI,,51400,1,600,1.18,51200,51800,50700,40016,2047249450,2387453928000,46448520,STK
483650,KR7483650008,달바글로벌,KOSPI,,190600,1,100,0.05,192000,194800,185000,153715,29055040750,2387439399000,12525915,STK
181710,KR7181710005,NHN,KOSPI,,71500,1,5600,8.5,66900,71500,66100,176602,12130813250,2341849438500,32753139,STK
000240,KR7000240002,한국앤컴퍼니,KOSPI,,24550,1,150,0.61,24650,24750,24300,43665,1069329525,2330660142000,94935240,STK
204320,KR7204320006,HL만도,KOSPI,,48500,1,850,1.78,48700,49300,47600,335652,16217961025,2277420320000,46957120,STK
279570,KR7279570006,케이뱅크,KOSPI,,5600,1,30,0.54,5570,5640,5550,332459,1862724795,2271892845600,405695151,STK
009970,KR7009970005,영원무역홀딩스,KOSPI,,170900,2,-500,-0.29,173600,173700,167800,6888,1173161100,2213807325300,12953817,STK
018670,KR7018670000,SK가스,KOSPI,,238500,1,4500,1.92,235000,243000,233500,16024,3852758250,2210714694000,9269244,STK
081660,KR7081660003,미스토홀딩스,KOSPI,,41400,1,500,1.22,41350,41550,40250,80834,3316911950,2198002176000,53091840,STK
103140,KR7103140000,풍산,KOSPI,,78400,2,-200,-0.25,78700,81300,78300,95308,7571877700,2197103395200,28024278,STK
005440,KR7005440003,현대지에프홀딩스,KOSPI,,11910,2,-90,-0.75,11990,12070,11850,142615,1701244340,2184260640090,183397199,STK
030000,KR7030000004,제일기획,KOSPI,,18930,2,-10,-0.05,19030,19040,18850,194114,3669094900,2177730389250,115041225,STK
007070,KR7007070006,GS리테일,KOSPI,,25400,2,-250,-0.97,25700,25700,24350,246492,6148245600,2123628341000,83607415,STK
014680,KR7014680003,한솔케미칼,KOSPI,,193100,1,600,0.31,194600,194900,190200,39509,7622087350,2084328351600,10794036,STK
069960,KR7069960003,현대백화점,KOSPI,,96200,1,1600,1.69,95000,97200,94800,126294,12095633900,2074544534400,21564912,STK
073240,KR7073240004,금호타이어,KOSPI,,7180,1,60,0.84,7120,7200,7010,1133406,8069371775,2062528860660,287260287,STK
051600,KR7051600005,한전KPS,KOSPI,,45800,1,500,1.1,45700,45900,45000,60054,2735357725,2061000000000,45000000,STK
139480,KR7139480008,이마트,KOSPI,,73500,2,-300,-0.41,74000,74500,73200,88259,6502206800,2028292696500,27595819,STK
002790,KR7002790004,아모레퍼시픽홀딩스,KOSPI,,26400,1,50,0.19,26400,26500,25850,80605,2114171675,2018495952000,76458180,STK
112610,KR7112610001,씨에스윈드,KOSPI,,46950,1,1050,2.29,46300,48250,46000,185168,8762323825,1979947370850,42171403,STK
020150,KR7020150009,롯데에너지머티리얼즈,KOSPI,,36850,1,1200,3.37,36000,37500,35900,163309,6005651450,1929667311550,52365463,STK
457190,KR7457190007,이수스페셜티케미컬,KOSPI,,63300,1,500,0.8,63500,64500,62600,102014,6482645600,1912854597600,30218872,STK
462870,KR7462870007,시프트업,KOSPI,,31850,2,-150,-0.47,32000,32200,31500,20591,656981300,1870929196500,58741890,STK
089860,KR7089860001,롯데렌탈,KOSPI,,50900,1,500,0.99,50300,51000,49600,89491,4475034650,1848147849200,36309388,STK
439260,KR7439260001,대한조선,KOSPI,,46950,1,350,0.75,46750,47100,46100,32233,1498652925,1788265873500,38088730,STK
475150,KR7475150009,SK이터닉스,KOSPI,,52000,1,2300,4.63,50500,53200,50400,1035050,54017851750,1771484208000,34067004,STK
071970,KR7071970008,HD현대마린엔진,KOSPI,,50200,1,700,1.41,49950,50500,49550,65818,3290295200,1702859049000,33921495,STK
006040,KR7006040000,동원산업,KOSPI,,38100,1,250,0.66,38050,38350,37700,29379,1116299600,1681765203900,44140819,STK
000120,KR7000120006,CJ대한통운,KOSPI,,73400,2,-100,-0.14,74100,74200,73100,26371,1939904350,1674426049600,22812344,STK
120110,KR7120110002,코오롱인더,KOSPI,,55800,2,-2400,-4.12,58200,58900,55600,179954,10224587200,1670988585600,29946032,STK
020560,KR7020560009,아시아나항공,KOSPI,,8080,1,300,3.86,7880,8170,7800,372552,2998372955,1664404944880,205990711,STK
023590,KR7023590003,다우기술,KOSPI,,38300,2,-50,-0.13,38950,39250,38100,17588,676803250,1657904049600,43287312,STK
008770,KR7008770000,호텔신라,KOSPI,,42200,1,400,0.96,42100,43050,41950,125868,5338517400,1656270706200,39248121,STK
011210,KR7011210002,현대위아,KOSPI,,57600,1,400,0.7,57900,58500,57000,46391,2667430000,1566436780800,27195083,STK
001120,KR7001120005,LX인터내셔널,KOSPI,,40300,2,-150,-0.37,40450,40700,39650,70842,2855029775,1562028000000,38760000,STK
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,138900,1,9400,7.26,130100,141000,129800,233245,32071420100,1555680000000,11200000,STK
001800,KR7001800002,오리온홀딩스,KOSPI,,25550,1,250,0.99,25600,25750,25300,36990,944515200,1537002458600,60156652,STK
294870,KR7294870001,IPARK현대산업개발,KOSPI,,23300,1,100,0.43,23150,23450,23050,109364,2546710825,1535640789000,65907330,STK
001430,KR7001430008,세아베스틸지주,KOSPI,,42350,1,1950,4.83,40850,43500,40700,131453,5612061025,1518760739650,35862119,STK
298020,KR7298020009,효성티앤씨,KOSPI,,347000,2,-7500,-2.12,355000,358500,342500,10159,3528273500,1501705654000,4327682,STK
006280,KR7006280002,녹십자,KOSPI,,127600,1,600,0.47,128200,128800,125500,9199,1175031850,1491202248800,11686538,STK
097230,KR7097230007,HJ중공업,KOSPI,,16110,1,40,0.25,16080,16240,15890,124067,1993771485,1454657991840,90295344,STK
229640,KR7229640008,LS에코에너지,KOSPI,,45600,1,1950,4.47,44350,45800,44350,44494,2014069725,1396494482400,30624879,STK
012630,KR7012630000,HDC,KOSPI,,22650,1,50,0.22,22650,22800,22400,45149,1019309100,1353149980650,59741721,STK
281820,KR7281820001,케이씨텍,KOSPI,,68100,1,5700,9.13,63400,68500,63400,220443,14628522950,1348288814100,19798661,STK
069620,KR7069620003,대웅제약,KOSPI,,116100,1,1300,1.13,116000,118200,114600,25059,2927628550,1345201357500,11586575,STK
093370,KR7093370005,후성,KOSPI,,12500,1,250,2.04,12430,12640,12350,1083327,13565774800,1340691625000,107255330,STK
280360,KR7280360009,롯데웰푸드,KOSPI,,145500,2,-1100,-0.75,144700,148300,142400,19450,2825575650,1339265517000,9204574,STK
007310,KR7007310006,오뚜기,KOSPI,,334000,2,-2000,-0.6,336500,337000,331000,2885,961761000,1338615220000,4007830,STK
361610,KR7361610009,SK아이이테크놀로지,KOSPI,,16280,1,490,3.1,15710,16430,15670,612818,9951116800,1331493988000,81787100,STK
005070,KR7005070008,코스모신소재,KOSPI,,39000,1,450,1.17,38550,39400,38400,45849,1780581575,1295368269000,33214571,STK
001740,KR7001740000,SK네트웍스,KOSPI,,6400,1,10,0.16,6380,6450,6270,589894,3747450065,1283800889600,200593889,STK
003540,KR7003540002,대신증권,KOSPI,,26500,1,150,0.57,26450,26900,26300,37778,1002958700,1263152339000,47666126,STK
300720,KR7300720000,한일시멘트,KOSPI,,16670,2,-110,-0.66,16900,16910,16410,62465,1037498960,1225998634030,73545209,STK
007810,KR7007810005,코리아써키트,KOSPI,,51000,2,-400,-0.78,52100,52400,49700,305348,15552463750,1223113620000,23982620,STK
192080,KR7192080000,더블유게임즈,KOSPI,,57200,2,-800,-1.38,58100,58500,57000,34605,1985365950,1211122369600,21173468,STK
004000,KR7004000006,롯데정밀화학,KOSPI,,45700,2,-400,-0.87,46250,46700,45300,61652,2818961200,1179060000000,25800000,STK
017960,KR7017960006,한국카본,KOSPI,,22550,1,200,0.89,22500,22750,22350,134978,3046182375,1165304759300,51676486,STK
030610,KR7030610000,교보증권,KOSPI,,10100,1,50,0.5,10030,10210,9990,54289,544995255,1151025906100,113962961,STK
